Frase,Tipo,Cantidad,Moneda,Categoria,Cuenta,Accion,TipoCambio,CantidadConvertida,TipoReporte,PeriodoPreset,PeriodoFrom,PeriodoTo,CategoriasFiltro,CuentasFiltro,MontoMin,MontoMax,TextoFiltro,Mensaje
Paid 6800 Caribbean cruise from Savings,gasto,6800.0,USD,entertainment,Savings,add_expense,1.0,6800.0,,,,,,,,,,
Register 2800 BRL travel package to Rio de Janeiro with rate 0.19,gasto,2800.0,USD,entertainment,checking,add_expense,0.19,532.0,,,,,,,,,,
Paid 5500 for 4-night hotel in Acapulco from Savings,gasto,5500.0,USD,housing,Savings,add_expense,1.0,5500.0,,,,,,,,,,
Register 1800 Airbnb in Guadalajara for leisure trip from checking,gasto,1800.0,USD,housing,checking,add_expense,1.0,1800.0,,,,,,,,,,
Paid 3200 all-inclusive resort in Los Cabos from General,gasto,3200.0,USD,housing,General,add_expense,1.0,3200.0,,,,,,,,,,
Register 900 budget hostel during backpacking in Europe from Savings,gasto,900.0,USD,housing,Savings,add_expense,1.0,900.0,,,,,,,,,,
Paid 7500 MXN beachfront bungalow in Tulum with rate 0.052,gasto,7500.0,USD,housing,checking,add_expense,0.052,390.0,,,,,,,,,,
Register 4200 boutique hotel in San Cristobal de las Casas from General,gasto,4200.0,USD,housing,General,add_expense,1.0,4200.0,,,,,,,,,,
Spent 850 on dinners and restaurants during vacation from checking,gasto,850.0,USD,food,checking,add_expense,1.0,850.0,,,,,,,,,,
Paid 1200 for gastronomy tour in Puebla from General,gasto,1200.0,USD,food,General,add_expense,1.0,1200.0,,,,,,,,,,
Register 650 local food and snacks during Merida trip from Savings,gasto,650.0,USD,food,Savings,add_expense,1.0,650.0,,,,,,,,,,
Paid 500 for breakfasts and lunches during Oaxaca sightseeing from checking,gasto,500.0,USD,food,checking,add_expense,1.0,500.0,,,,,,,,,,
Paid 2400 for Xcaret theme park admission from Savings,gasto,2400.0,USD,entertainment,Savings,add_expense,1.0,2400.0,,,,,,,,,,
Spent 1500 on water activities during beach vacation from checking,gasto,1500.0,USD,entertainment,checking,add_expense,1.0,1500.0,,,,,,,,,,
Register 3800 scuba diving excursion in Cozumel from General,gasto,3800.0,USD,entertainment,General,add_expense,1.0,3800.0,,,,,,,,,,
Paid 450 for museum and archaeological ruins admission from Savings,gasto,450.0,USD,entertainment,Savings,add_expense,1.0,450.0,,,,,,,,,,
Register 1800 paragliding and adventure activities during trip from checking,gasto,1800.0,USD,entertainment,checking,add_expense,1.0,1800.0,,,,,,,,,,
Paid 2600 ski package at a mountain resort from General,gasto,2600.0,USD,entertainment,General,add_expense,1.0,2600.0,,,,,,,,,,
Register 700 guided bicycle tour of historic city from Savings,gasto,700.0,USD,entertainment,Savings,add_expense,1.0,700.0,,,,,,,,,,
Paid 1200 for show and entertainment during cruise night from checking,gasto,1200.0,USD,entertainment,checking,add_expense,1.0,1200.0,,,,,,,,,,
Spent 1600 on souvenirs and crafts during Chiapas trip from General,gasto,1600.0,USD,other,General,add_expense,1.0,1600.0,,,,,,,,,,
Paid 900 for beachwear and accessories during vacation from Savings,gasto,900.0,USD,other,Savings,add_expense,1.0,900.0,,,,,,,,,,
Register 2200 duty-free airport shopping from checking,gasto,2200.0,USD,other,checking,add_expense,1.0,2200.0,,,,,,,,,,
Paid 650 for international travel insurance from General,gasto,650.0,USD,other,General,add_expense,1.0,650.0,,,,,,,,,,
Spent 800 on visas and immigration fees for Europe trip from Savings,gasto,800.0,USD,other,Savings,add_expense,1.0,800.0,,,,,,,,,,
Register 1100 GBP London tourism package with rate 1.27,gasto,1100.0,USD,entertainment,checking,add_expense,1.27,1397.0,,,,,,,,,,
Register 5000 COP Cartagena de Indias tour with rate 0.00025,gasto,5000.0,USD,entertainment,General,add_expense,0.00025,1.25,,,,,,,,,,
Paid 3500 weekend beach getaway from Savings,gasto,3500.0,USD,entertainment,Savings,add_expense,1.0,3500.0,,,,,,,,,,
Spent 1400 on spa and massages during resort vacation from checking,gasto,1400.0,USD,health,checking,add_expense,1.0,1400.0,,,,,,,,,,
Register 2800 Amazon river cruise from General,gasto,2800.0,USD,entertainment,General,add_expense,1.0,2800.0,,,,,,,,,,
Paid 1900 ecotourism jungle tour in Chiapas from Savings,gasto,1900.0,USD,entertainment,Savings,add_expense,1.0,1900.0,,,,,,,,,,
Register 750 camping gear for outdoor vacation from checking,gasto,750.0,USD,other,checking,add_expense,1.0,750.0,,,,,,,,,,
Paid 3200 family amusement park trip from General,gasto,3200.0,USD,entertainment,General,add_expense,1.0,3200.0,,,,,,,,,,
Recibi 5000 de reembolso de paquete de viaje cancelado en Savings,ingreso,5000.0,USD,other_income,Savings,add_income,1.0,5000.0,,,,,,,,,,
Me cayeron 2800 de cashback de tarjeta por gastos de viaje en General,ingreso,2800.0,USD,other_income,General,add_income,1.0,2800.0,,,,,,,,,,
Registra 1500 de ingreso por renta de mi departamento durante mis vacaciones en checking,ingreso,1500.0,USD,other_income,checking,add_income,1.0,1500.0,,,,,,,,,,
Me entro 4200 de compensacion de aerolinea por vuelo cancelado en Savings,ingreso,4200.0,USD,other_income,Savings,add_income,1.0,4200.0,,,,,,,,,,
Recibi 3000 USD de venta de tours fotograficos a turistas en General,ingreso,3000.0,USD,other_income,General,add_income,1.0,3000.0,,,,,,,,,,
Me cayeron 1800 MXN de guia de turistas locales con rate 0.052,ingreso,1800.0,USD,other_income,checking,add_income,0.052,93.6,,,,,,,,,,
Registra 6500 de premio de sorteo de viaje que recibi en General,ingreso,6500.0,USD,other_income,General,add_income,1.0,6500.0,,,,,,,,,,
Recibi 2200 de puntos de viajero frecuente canjeados como efectivo en Savings,ingreso,2200.0,USD,other_income,Savings,add_income,1.0,2200.0,,,,,,,,,,
Received 5000 refund from cancelled travel package in Savings,ingreso,5000.0,USD,other_income,Savings,add_income,1.0,5000.0,,,,,,,,,,
Got 2800 credit card travel cashback in General,ingreso,2800.0,USD,other_income,General,add_income,1.0,2800.0,,,,,,,,,,
Register 1500 apartment rental income during my vacation in checking,ingreso,1500.0,USD,other_income,checking,add_income,1.0,1500.0,,,,,,,,,,
Received 4200 airline compensation for cancelled flight in Savings,ingreso,4200.0,USD,other_income,Savings,add_income,1.0,4200.0,,,,,,,,,,
Register 3000 income from photo tours sold to tourists in General,ingreso,3000.0,USD,other_income,General,add_income,1.0,3000.0,,,,,,,,,,
Got 1800 MXN local tour guide fee with rate 0.052,ingreso,1800.0,USD,other_income,checking,add_income,0.052,93.6,,,,,,,,,,
Register 6500 travel raffle prize won in General,ingreso,6500.0,USD,other_income,General,add_income,1.0,6500.0,,,,,,,,,,
Received 2200 from frequent flyer points redeemed as cash in Savings,ingreso,2200.0,USD,other_income,Savings,add_income,1.0,2200.0,,,,,,,,,,
Ver mis gastos de entretenimiento de este mes,,,USD,entertainment,,report,,,expenses,this_month,,,entertainment,,,,,
Resumen de gastos de vacaciones del ano,,,USD,,,report,,,expenses,this_year,,,,,,,vacacion,
Cuanto gaste en viajes y turismo el mes pasado,,,USD,,,report,,,expenses,last_month,,,,,,,viaje,
Gastos de entretenimiento de los ultimos 3 meses en Savings,,,USD,,Savings,report,,,expenses,last_3_months,,,entertainment,Savings,,,,
Ver gastos de transporte turistico del 2026-01-01 al 2026-03-31,,,USD,,,report,,,expenses,custom,2026-01-01,2026-03-31,transport|entertainment,,,,,
Balance considerando gastos de ocio este mes,,,USD,,,report,,,balance,this_month,,,entertainment,,,,,
Gastos de hospedaje y alojamiento de vacaciones este ano,,,USD,,,report,,,expenses,this_year,,,,,,,hotel,
Resumen de gastos de entretenimiento mayores a 500 este mes,,,USD,entertainment,,report,,,expenses,this_month,,,entertainment,,500.0,,,
Ver gastos de comida en viajes del mes pasado,,,USD,,,report,,,expenses,last_month,,,,,,,restaurante,
Cashflow de Savings durante periodo de vacaciones este ano,,,USD,,Savings,report,,,cashflow,this_year,,,,Savings,,,,
Show my entertainment expenses this month,,,USD,entertainment,,report,,,expenses,this_month,,,entertainment,,,,,
Summary of vacation expenses this year,,,USD,,,report,,,expenses,this_year,,,,,,,vacation,
How much did I spend on travel and tourism last month,,,USD,,,report,,,expenses,last_month,,,,,,,travel,
Entertainment expenses last 3 months in Savings,,,USD,,Savings,report,,,expenses,last_3_months,,,entertainment,Savings,,,,
Show tourism transport expenses from 2026-01-01 to 2026-03-31,,,USD,,,report,,,expenses,custom,2026-01-01,2026-03-31,transport|entertainment,,,,,
Balance considering leisure expenses this month,,,USD,,,report,,,balance,this_month,,,entertainment,,,,,
Accommodation and lodging expenses this year,,,USD,,,report,,,expenses,this_year,,,,,,,hotel,
Entertainment expenses over 500 this month,,,USD,entertainment,,report,,,expenses,this_month,,,entertainment,,500.0,,,
Food expenses during trips last month,,,USD,,,report,,,expenses,last_month,,,,,,,restaurant,
Savings cashflow during vacation period this year,,,USD,,Savings,report,,,cashflow,this_year,,,,Savings,,,,
Cuanto he gastado en entretenimiento y ocio este ano,,,USD,,,data_analysis,,,,this_year,,,entertainment,,,,,
Analiza mis gastos de viaje del mes pasado,,,USD,,,data_analysis,,,,last_month,,,,,,,viaje,
Cual fue mi mayor gasto de vacaciones este mes,,,USD,,,data_analysis,,,,this_month,,,entertainment,,,,,
Tendencia de gastos en turismo de los ultimos 3 meses,,,USD,,,data_analysis,,,,last_3_months,,,entertainment|transport,,,,,
Analiza mis gastos de entretenimiento del 2026-01-01 al 2026-06-30,,,USD,,,data_analysis,,,,custom,2026-01-01,2026-06-30,entertainment,,,,,
Comparacion de gastos de ocio vs transporte este mes,,,USD,,,data_analysis,,,,this_month,,,entertainment|transport,,,,,
Cuanto gaste en hospedaje este ano,,,USD,,,data_analysis,,,,this_year,,,,,,,hotel,
Analiza el impacto de mis vacaciones en el balance de Savings,,,USD,,Savings,data_analysis,,,,this_year,,,,Savings,,,,
How much have I spent on entertainment and leisure this year,,,USD,,,data_analysis,,,,this_year,,,entertainment,,,,,
Analyze my travel expenses last month,,,USD,,,data_analysis,,,,last_month,,,,,,,travel,
What was my biggest vacation expense this month,,,USD,,,data_analysis,,,,this_month,,,entertainment,,,,,
Trend of tourism spending last 3 months,,,USD,,,data_analysis,,,,last_3_months,,,entertainment|transport,,,,,
Compare leisure vs transport spending this month,,,USD,,,data_analysis,,,,this_month,,,entertainment|transport,,,,,
How much did I spend on accommodation this year,,,USD,,,data_analysis,,,,this_year,,,,,,,hotel,
Analyze the impact of my vacation on my Savings balance this year,,,USD,,Savings,data_analysis,,,,this_year,,,,Savings,,,,
Dame recomendaciones de destinos turisticos en Mexico,,,USD,,,none,,,,,,,,,,,,"No puedo dar recomendaciones turísticas. Soy MIRA, tu asistente de finanzas. Puedo ayudarte a registrar y analizar gastos de viaje."
Cual es el mejor hotel en Cancun,,,USD,,,none,,,,,,,,,,,,No puedo recomendarte hoteles. Puedo ayudarte a registrar tus gastos de hospedaje en tus finanzas personales.
Como puedo conseguir vuelos baratos,,,USD,,,none,,,,,,,,,,,,"No tengo acceso a precios de vuelos. Soy MIRA, asistente de finanzas. Puedo ayudarte a registrar y presupuestar gastos de viaje."
Que actividades hacer en la Ciudad de Mexico,,,USD,,,none,,,,,,,,,,,,Eso está fuera de mi alcance. Puedo ayudarte a registrar gastos de actividades turísticas en tus finanzas.
Give me recommendations for tourist destinations in Mexico,,,USD,,,none,,,,,,,,,,,,"I cannot provide tourist recommendations. I am MIRA, your finance assistant. I can help you record and analyze your travel expenses."
What is the best hotel in Cancun,,,USD,,,none,,,,,,,,,,,,I cannot recommend hotels. I can help you record your lodging expenses in your personal finances.
How can I find cheap flights,,,USD,,,none,,,,,,,,,,,,"I don't have access to flight prices. I am MIRA, a finance assistant. I can help you record and budget travel expenses."
What activities to do in Mexico City,,,USD,,,none,,,,,,,,,,,,That is outside my scope. I can help you record tourist activity expenses in your finances.
Pague 8500 de honorarios al abogado por demanda laboral desde Savings,gasto,8500.0,USD,other,Savings,add_expense,1.0,8500.0,,,,,,,,,,
Desembolse 12000 en abogado corporativo para contrato de compraventa en checking,gasto,12000.0,USD,other,checking,add_expense,1.0,12000.0,,,,,,,,,,
Registra un gasto de 5500 por asesoría jurídica en derecho familiar en General,gasto,5500.0,USD,other,General,add_expense,1.0,5500.0,,,,,,,,,,
Pague 3200 de consulta con abogado penalista desde Savings,gasto,3200.0,USD,other,Savings,add_expense,1.0,3200.0,,,,,,,,,,
Gaste 7800 en defensa legal por demanda civil en mi cuenta checking,gasto,7800.0,USD,other,checking,add_expense,1.0,7800.0,,,,,,,,,,
Registra 15000 de retainer mensual para abogado corporativo en General,gasto,15000.0,USD,other,General,add_expense,1.0,15000.0,,,,,,,,,,
Pague 4500 de honorarios por tramite de amparo en Savings,gasto,4500.0,USD,other,Savings,add_expense,1.0,4500.0,,,,,,,,,,
Desembolse 9200 en litigio mercantil con bufete juridico desde checking,gasto,9200.0,USD,other,checking,add_expense,1.0,9200.0,,,,,,,,,,
Registra 6800 MXN de abogado de inmuebles para revision de escrituras con rate 0.052,gasto,6800.0,USD,other,General,add_expense,0.052,353.6,,,,,,,,,,
Pague 3500 de representacion legal en juzgado familiar desde Savings,gasto,3500.0,USD,other,Savings,add_expense,1.0,3500.0,,,,,,,,,,
Pague 22000 de derechos notariales por compra de casa desde General,gasto,22000.0,USD,other,General,add_expense,1.0,22000.0,,,,,,,,,,
Registra 8500 de escrituración notarial de departamento en Savings,gasto,8500.0,USD,other,Savings,add_expense,1.0,8500.0,,,,,,,,,,
Desembolse 3200 en notario para poder notarial ante banco en checking,gasto,3200.0,USD,other,checking,add_expense,1.0,3200.0,,,,,,,,,,
Pague 5600 de honorarios notariales por herencia y testamento en General,gasto,5600.0,USD,other,General,add_expense,1.0,5600.0,,,,,,,,,,
Registra 1800 de certificación notarial de documentos desde Savings,gasto,1800.0,USD,other,Savings,add_expense,1.0,1800.0,,,,,,,,,,
Gaste 12000 en notario para constitucion de empresa en checking,gasto,12000.0,USD,other,checking,add_expense,1.0,12000.0,,,,,,,,,,
Pague 4200 MXN de honorarios notariales por divorcio notarial con rate 0.052,gasto,4200.0,USD,other,General,add_expense,0.052,218.4,,,,,,,,,,
Desembolse 9800 en protocolización notarial de contrato social en Savings,gasto,9800.0,USD,other,Savings,add_expense,1.0,9800.0,,,,,,,,,,
Registra 6500 de fianza judicial por proceso penal en checking,gasto,6500.0,USD,other,checking,add_expense,1.0,6500.0,,,,,,,,,,
Pague 18000 de peritos y pruebas periciales en juicio civil desde General,gasto,18000.0,USD,other,General,add_expense,1.0,18000.0,,,,,,,,,,
Gaste 7200 en apelacion legal ante tribunal superior en Savings,gasto,7200.0,USD,other,Savings,add_expense,1.0,7200.0,,,,,,,,,,
Desembolse 4500 en gastos de conciliación y mediación laboral en checking,gasto,4500.0,USD,other,checking,add_expense,1.0,4500.0,,,,,,,,,,
Registra 11000 de gastos de demanda por incumplimiento de contrato en General,gasto,11000.0,USD,other,General,add_expense,1.0,11000.0,,,,,,,,,,
Pague 3800 de derechos de registro de marca ante el IMPI desde Savings,gasto,3800.0,USD,other,Savings,add_expense,1.0,3800.0,,,,,,,,,,
Gaste 2500 en tramite de divorcio voluntario ante juez familiar en checking,gasto,2500.0,USD,other,checking,add_expense,1.0,2500.0,,,,,,,,,,
Registra 14000 de gastos legales por disputa de sociedad comercial en General,gasto,14000.0,USD,other,General,add_expense,1.0,14000.0,,,,,,,,,,
Pague 1800 de apostilla y legalización de documentos en Savings,gasto,1800.0,USD,other,Savings,add_expense,1.0,1800.0,,,,,,,,,,
Desembolse 3500 en trámites de ciudadanía y naturalización en checking,gasto,3500.0,USD,other,checking,add_expense,1.0,3500.0,,,,,,,,,,
Registra 6200 de honorarios por tramite de sucesión intestamentaria en General,gasto,6200.0,USD,other,General,add_expense,1.0,6200.0,,,,,,,,,,
Pague 900 de copias certificadas y sellos judiciales desde Savings,gasto,900.0,USD,other,Savings,add_expense,1.0,900.0,,,,,,,,,,
Gaste 5500 GBP en abogado de inmigración en UK con rate 1.27,gasto,5500.0,USD,other,checking,add_expense,1.27,6985.0,,,,,,,,,,
Desembolse 4800 en contrato de arrendamiento con clausulas especiales en General,gasto,4800.0,USD,other,General,add_expense,1.0,4800.0,,,,,,,,,,
Registra 7200 de demanda de pension alimenticia desde Savings,gasto,7200.0,USD,other,Savings,add_expense,1.0,7200.0,,,,,,,,,,
Pague 3100 de tramite de adopcion con bufete juridico en checking,gasto,3100.0,USD,other,checking,add_expense,1.0,3100.0,,,,,,,,,,
Gaste 8900 en defensa en proceso de liquidacion empresarial en General,gasto,8900.0,USD,other,General,add_expense,1.0,8900.0,,,,,,,,,,
Registra 2400 de certificado de no antecedentes penales y apostilla en Savings,gasto,2400.0,USD,other,Savings,add_expense,1.0,2400.0,,,,,,,,,,
Desembolse 16000 en litigio por accidente de tránsito con lesionados en checking,gasto,16000.0,USD,other,checking,add_expense,1.0,16000.0,,,,,,,,,,
Pague 5800 de consulta y dictamen de abogado fiscal en General,gasto,5800.0,USD,other,General,add_expense,1.0,5800.0,,,,,,,,,,
Registra 3700 de honorarios de abogado por despido injustificado desde Savings,gasto,3700.0,USD,other,Savings,add_expense,1.0,3700.0,,,,,,,,,,
Gaste 6500 en mediación extrajudicial y acuerdo de conciliación en checking,gasto,6500.0,USD,other,checking,add_expense,1.0,6500.0,,,,,,,,,,
Paid 8500 in attorney fees for labor lawsuit from Savings,gasto,8500.0,USD,other,Savings,add_expense,1.0,8500.0,,,,,,,,,,
Register 12000 corporate lawyer fees for purchase agreement from checking,gasto,12000.0,USD,other,checking,add_expense,1.0,12000.0,,,,,,,,,,
Paid 5500 for family law legal consulting from General,gasto,5500.0,USD,other,General,add_expense,1.0,5500.0,,,,,,,,,,
Register 3200 consultation fee with criminal defense attorney from Savings,gasto,3200.0,USD,other,Savings,add_expense,1.0,3200.0,,,,,,,,,,
Paid 7800 for civil lawsuit defense from checking,gasto,7800.0,USD,other,checking,add_expense,1.0,7800.0,,,,,,,,,,
Register 15000 monthly retainer for corporate lawyer from General,gasto,15000.0,USD,other,General,add_expense,1.0,15000.0,,,,,,,,,,
Paid 4500 for injunction filing attorney fees from Savings,gasto,4500.0,USD,other,Savings,add_expense,1.0,4500.0,,,,,,,,,,
Register 9200 commercial litigation with law firm from checking,gasto,9200.0,USD,other,checking,add_expense,1.0,9200.0,,,,,,,,,,
Paid 6800 MXN real estate attorney for deed review with rate 0.052,gasto,6800.0,USD,other,General,add_expense,0.052,353.6,,,,,,,,,,
Paid 3500 for family court legal representation from Savings,gasto,3500.0,USD,other,Savings,add_expense,1.0,3500.0,,,,,,,,,,
Paid 22000 notary fees for home purchase from General,gasto,22000.0,USD,other,General,add_expense,1.0,22000.0,,,,,,,,,,
Register 8500 notarization of apartment deed from Savings,gasto,8500.0,USD,other,Savings,add_expense,1.0,8500.0,,,,,,,,,,
Paid 3200 for notarized power of attorney from checking,gasto,3200.0,USD,other,checking,add_expense,1.0,3200.0,,,,,,,,,,
Register 5600 notary fees for inheritance and will from General,gasto,5600.0,USD,other,General,add_expense,1.0,5600.0,,,,,,,,,,
Paid 1800 for notarized document certification from Savings,gasto,1800.0,USD,other,Savings,add_expense,1.0,1800.0,,,,,,,,,,
Paid 12000 notary fees for company incorporation from checking,gasto,12000.0,USD,other,checking,add_expense,1.0,12000.0,,,,,,,,,,
Register 4200 MXN notary fees for uncontested divorce with rate 0.052,gasto,4200.0,USD,other,General,add_expense,0.052,218.4,,,,,,,,,,
Paid 9800 for notarization of shareholder agreement from Savings,gasto,9800.0,USD,other,Savings,add_expense,1.0,9800.0,,,,,,,,,,
Register 6500 bail bond for criminal proceedings from checking,gasto,6500.0,USD,other,checking,add_expense,1.0,6500.0,,,,,,,,,,
Paid 18000 for expert witnesses and forensic evidence in civil trial from General,gasto,18000.0,USD,other,General,add_expense,1.0,18000.0,,,,,,,,,,
Paid 7200 for legal appeal to superior court from Savings,gasto,7200.0,USD,other,Savings,add_expense,1.0,7200.0,,,,,,,,,,
Register 4500 labor conciliation and mediation costs from checking,gasto,4500.0,USD,other,checking,add_expense,1.0,4500.0,,,,,,,,,,
Paid 11000 for breach of contract lawsuit costs from General,gasto,11000.0,USD,other,General,add_expense,1.0,11000.0,,,,,,,,,,
Paid 3800 for trademark registration with patent office from Savings,gasto,3800.0,USD,other,Savings,add_expense,1.0,3800.0,,,,,,,,,,
Register 2500 uncontested divorce court fees from checking,gasto,2500.0,USD,other,checking,add_expense,1.0,2500.0,,,,,,,,,,
Paid 14000 for legal fees in commercial partnership dispute from General,gasto,14000.0,USD,other,General,add_expense,1.0,14000.0,,,,,,,,,,
Paid 1800 for document apostille and legalization from Savings,gasto,1800.0,USD,other,Savings,add_expense,1.0,1800.0,,,,,,,,,,
Register 3500 citizenship and naturalization processing fees from checking,gasto,3500.0,USD,other,checking,add_expense,1.0,3500.0,,,,,,,,,,
Paid 6200 for intestate succession attorney fees from General,gasto,6200.0,USD,other,General,add_expense,1.0,6200.0,,,,,,,,,,
Paid 900 for certified court copies and official seals from Savings,gasto,900.0,USD,other,Savings,add_expense,1.0,900.0,,,,,,,,,,
Register 5500 GBP immigration lawyer in UK with rate 1.27,gasto,5500.0,USD,other,checking,add_expense,1.27,6985.0,,,,,,,,,,
Paid 4800 for lease agreement with special clauses from General,gasto,4800.0,USD,other,General,add_expense,1.0,4800.0,,,,,,,,,,
Register 7200 child support/alimony lawsuit costs from Savings,gasto,7200.0,USD,other,Savings,add_expense,1.0,7200.0,,,,,,,,,,
Paid 3100 adoption process legal fees from checking,gasto,3100.0,USD,other,checking,add_expense,1.0,3100.0,,,,,,,,,,
Paid 8900 for defense in company liquidation proceedings from General,gasto,8900.0,USD,other,General,add_expense,1.0,8900.0,,,,,,,,,,
Register 2400 criminal background check and apostille from Savings,gasto,2400.0,USD,other,Savings,add_expense,1.0,2400.0,,,,,,,,,,
Paid 16000 for traffic accident litigation with injuries from checking,gasto,16000.0,USD,other,checking,add_expense,1.0,16000.0,,,,,,,,,,
Paid 5800 tax attorney consultation and opinion from General,gasto,5800.0,USD,other,General,add_expense,1.0,5800.0,,,,,,,,,,
Register 3700 attorney fees for wrongful termination from Savings,gasto,3700.0,USD,other,Savings,add_expense,1.0,3700.0,,,,,,,,,,
Paid 6500 for out-of-court mediation and settlement from checking,gasto,6500.0,USD,other,checking,add_expense,1.0,6500.0,,,,,,,,,,
Recibi 45000 de indemnizacion por demanda laboral ganada en Savings,ingreso,45000.0,USD,other_income,Savings,add_income,1.0,45000.0,,,,,,,,,,
Me cayeron 18000 de acuerdo de conciliacion con ex empleador en General,ingreso,18000.0,USD,other_income,General,add_income,1.0,18000.0,,,,,,,,,,
Registra 32000 de compensacion por daños y perjuicios ganados en juicio en checking,ingreso,32000.0,USD,other_income,checking,add_income,1.0,32000.0,,,,,,,,,,
Recibi 9500 de reembolso de fianza judicial tras absolucion en Savings,ingreso,9500.0,USD,other_income,Savings,add_income,1.0,9500.0,,,,,,,,,,
Me entro 55000 de sentencia favorable en litigio mercantil en General,ingreso,55000.0,USD,other_income,General,add_income,1.0,55000.0,,,,,,,,,,
Registra un ingreso de 14000 por acuerdo extrajudicial con aseguradora en checking,ingreso,14000.0,USD,other_income,checking,add_income,1.0,14000.0,,,,,,,,,,
Recibi 25000 MXN de herencia resuelta mediante testamento notarial con rate 0.052,ingreso,25000.0,USD,other_income,Savings,add_income,0.052,1300.0,,,,,,,,,,
Me cayeron 8200 de devolucion de honorarios por caso ganado en General,ingreso,8200.0,USD,other_income,General,add_income,1.0,8200.0,,,,,,,,,,
Received 45000 in compensation from won labor lawsuit from Savings,ingreso,45000.0,USD,other_income,Savings,add_income,1.0,45000.0,,,,,,,,,,
Got 18000 from conciliation agreement with former employer in General,ingreso,18000.0,USD,other_income,General,add_income,1.0,18000.0,,,,,,,,,,
Register 32000 damages and losses compensation won in court from checking,ingreso,32000.0,USD,other_income,checking,add_income,1.0,32000.0,,,,,,,,,,
Received 9500 bail bond refund after acquittal from Savings,ingreso,9500.0,USD,other_income,Savings,add_income,1.0,9500.0,,,,,,,,,,
Register 55000 from favorable commercial litigation ruling in General,ingreso,55000.0,USD,other_income,General,add_income,1.0,55000.0,,,,,,,,,,
Got 14000 out-of-court settlement with insurance company from checking,ingreso,14000.0,USD,other_income,checking,add_income,1.0,14000.0,,,,,,,,,,
Received 25000 MXN inheritance resolved through notarized will with rate 0.052,ingreso,25000.0,USD,other_income,Savings,add_income,0.052,1300.0,,,,,,,,,,
Got 8200 attorney fee refund after winning case from General,ingreso,8200.0,USD,other_income,General,add_income,1.0,8200.0,,,,,,,,,,
Ver mis gastos legales y de abogados este ano,,,USD,,,report,,,expenses,this_year,,,,,,,abogado,
Resumen de gastos notariales del mes pasado,,,USD,,,report,,,expenses,last_month,,,,,,,notario,
Cuanto he gastado en demandas y litigios este mes,,,USD,,,report,,,expenses,this_month,,,,,,,demanda,
Gastos legales mayores a 5000 de los ultimos 3 meses,,,USD,other,,report,,,expenses,last_3_months,,,other,,5000.0,,,
Ver todos los gastos juridicos del 2026-01-01 al 2026-06-30,,,USD,,,report,,,expenses,custom,2026-01-01,2026-06-30,,,,,legal,
Balance de cuenta Savings considerando gastos legales este ano,,,USD,,Savings,report,,,balance,this_year,,,other,Savings,,,,
Gastos de honorarios y tramites notariales este mes,,,USD,,,report,,,expenses,this_month,,,,,,,honorarios,
Resumen de gastos en demandas laborales de los ultimos 3 meses,,,USD,,,report,,,expenses,last_3_months,,,,,,,laboral,
Ver gastos legales de checking este ano,,,USD,,checking,report,,,expenses,this_year,,,other,checking,,,,
Cashflow de Savings durante proceso legal este ano,,,USD,,Savings,report,,,cashflow,this_year,,,,Savings,,,,
Show my legal and attorney expenses this year,,,USD,,,report,,,expenses,this_year,,,,,,,attorney,
Summary of notary fees last month,,,USD,,,report,,,expenses,last_month,,,,,,,notary,
How much did I spend on lawsuits and litigation this month,,,USD,,,report,,,expenses,this_month,,,,,,,lawsuit,
Legal expenses over 5000 last 3 months,,,USD,other,,report,,,expenses,last_3_months,,,other,,5000.0,,,
Show all legal expenses from 2026-01-01 to 2026-06-30,,,USD,,,report,,,expenses,custom,2026-01-01,2026-06-30,,,,,legal,
Savings balance considering legal costs this year,,,USD,,Savings,report,,,balance,this_year,,,other,Savings,,,,
Attorney and notary fees this month,,,USD,,,report,,,expenses,this_month,,,,,,,attorney fees,
Summary of labor lawsuit expenses last 3 months,,,USD,,,report,,,expenses,last_3_months,,,,,,,labor,
Legal expenses from checking account this year,,,USD,,checking,report,,,expenses,this_year,,,other,checking,,,,
Savings cashflow during legal proceedings this year,,,USD,,Savings,report,,,cashflow,this_year,,,,Savings,,,,
Cuanto he gastado en abogados y asesoria legal este ano,,,USD,,,data_analysis,,,,this_year,,,,,,,abogado,
Analiza mis gastos notariales del ultimo mes,,,USD,,,data_analysis,,,,last_month,,,,,,,notario,
Cual fue mi mayor gasto legal este mes,,,USD,,,data_analysis,,,,this_month,,,other,,,,,
Tendencia de gastos legales de los ultimos 3 meses,,,USD,,,data_analysis,,,,last_3_months,,,,,,,legal,
Analiza el impacto de la demanda laboral en mi balance de Savings,,,USD,,Savings,data_analysis,,,,this_year,,,,Savings,,,,
Compara gastos legales del 2026-01-01 al 2026-06-30,,,USD,,,data_analysis,,,,custom,2026-01-01,2026-06-30,,,,,legal,
How much have I spent on attorneys and legal consulting this year,,,USD,,,data_analysis,,,,this_year,,,,,,,attorney,
Analyze my notary fees last month,,,USD,,,data_analysis,,,,last_month,,,,,,,notary,
What was my largest legal expense this month,,,USD,,,data_analysis,,,,this_month,,,other,,,,,
Trend of legal expenses last 3 months,,,USD,,,data_analysis,,,,last_3_months,,,,,,,legal,
Analyze the impact of the labor lawsuit on my Savings balance this year,,,USD,,Savings,data_analysis,,,,this_year,,,,Savings,,,,
